order_id,customer_id,order_date,dispatch_date,product_id,batch_id,quantity_sold,sales_value,delivery_region
O-01353,C-063,2026-02-20,2026-02-23,P-027,B-0032,12,38.4,Bay of Plenty
O-00415,C-032,2026-02-21,2026-02-23,P-007,B-0127,72,392.62,Auckland
O-00430,C-066,2026-02-21,2026-02-24,P-009,B-0199,24,53.04,Auckland
O-01388,C-009,2026-02-21,2026-02-21,P-019,B-0237,24,141.12,Auckland
O-00266,C-041,2026-02-22,2026-02-23,P-011,B-0298,24,116.28,Auckland
O-00330,C-046,2026-02-22,2026-02-22,P-028,,36,203.49,Otago
O-00751,C-031,2026-02-22,2026-02-24,P-008,,12,27.36,Otago
O-01046,C-024,2026-02-22,,P-033,B-0236,72,604.8,Auckland
O-01706,C-013,2026-02-22,2026-02-24,P-003,B-0157,48,287.52,Canterbury
O-01756,C-027,2026-02-22,2026-02-22,P-035,B-0164,12,47.28,Otago
O-00401,C-033,2026-02-23,2026-02-25,P-019,,-24,35.28,Canterbury
O-00504,C-022,2026-02-23,2026-02-25,P-035,B-0227,24,94.56,Canterbury
O-00819,C-047,2026-02-23,2026-02-26,P-014,B-0050,36,217.8,Canterbury
O-01412,C-066,2026-02-23,2026-02-24,P-024,B-0153,24,121.75,Auckland
O-00018,C-043,2026-02-24,2026-02-24,P-010,B-0234,36,61.56,Otago
O-00206,C-039,2026-02-24,2026-02-25,P-046,B-0037,24,315.36,Wellington
O-00664,C-059,2026-02-24,2026-02-25,P-021,B-0217,24,235.2,Auckland
O-01120,C-020,2026-02-24,2026-02-27,P-047,B-0121,24,308.16,Auckland
O-00814,C-028,2026-02-25,2026-02-27,P-040,B-0089,36,214.2,Otago
O-01346,C-020,2026-02-25,2026-02-27,P-001,,12,68.74,Auckland
O-01633,C-007,2026-02-25,2026-02-26,P-042,B-0072,48,156.96,Waikato
O-01192,C-026,2026-02-26,2026-02-27,P-050,B-0114,72,295.2,Waikato
O-01355,C-007,2026-02-26,2026-02-27,P-022,B-0170,6,79.62,Waikato
O-00599,C-067,2026-02-27,2026-02-28,P-035,B-0046,24,94.56,Auckland
O-01090,C-050,2026-02-27,2026-03-01,P-022,B-0195,48,636.96,Canterbury
O-00075,C-019,2026-02-28,2026-03-03,P-008,B-0026,48,109.44,Canterbury
O-00126,C-047,2026-02-28,2026-03-02,P-040,,6,35.7,Canterbury
O-00749,C-033,2026-02-28,2026-03-02,P-038,,6,19.15,Canterbury
O-00914,C-064,2026-02-28,2026-03-03,P-039,B-0155,48,346.08,Auckland
O-01158,C-017,2026-02-28,2026-02-28,P-013,B-0035,48,156.96,Auckland
O-00448,C-069,2026-03-01,2026-03-02,P-011,B-0298,24,122.4,Canterbury
O-00674,C-027,2026-03-01,2026-03-01,P-051,B-0082,72,342.0,Otago
O-01062,C-060,2026-03-01,2026-03-03,P-036,B-0255,24,122.66,Auckland
O-01225,C-057,2026-01-03,2026-01-04,P-014,B-0060,24,137.94,Auckland
O-00887,C-047,2026-03-02,2026-03-02,P-009,,36,79.56,Canterbury
O-01556,C-009,2026-03-02,2026-03-03,P-003,B-0044,24,143.76,Auckland
O-00607,C-033,2026-03-03,2026-03-05,P-048,B-0218,36,251.64,Canterbury
O-01728,C-048,2026-03-03,2026-03-06,P-014,B-0090,48,275.88,Auckland
O-00832,C-035,2026-03-04,2026-03-05,P-050,B-0114,12,46.74,Canterbury
O-01053,C-037,2026-03-04,2026-03-05,P-033,B-0216,36,302.4,Waikato
O-01099,C-011,2026-03-04,2026-03-06,P-027,B-0032,36,115.2,Otago
O-01329,C-060,2026-03-04,2026-03-05,P-042,B-0072,72,223.67,Auckland
O-01413,C-062,2026-03-04,2026-03-04,P-002,B-0172,12,43.8,Bay of Plenty
O-01441,C-033,2026-03-04,2026-03-07,P-044,B-0262,12,59.4,Canterbury
O-00262,C-021,2026-03-05,2026-03-08,P-025,B-0247,6,57.06,Auckland
O-00278,C-042,2026-03-05,,P-009,B-0016,12,26.52,Wellington
O-00642,C-020,2026-03-05,,P-025,,6,57.06,Auckland
O-01254,C-011,2026-03-05,2026-03-06,P-014,B-0090,24,145.2,Otago
O-01322,C-036,2026-03-05,2026-03-08,P-024,B-0153,12,64.08,Otago
O-00450,C-049,2026-03-06,2026-03-07,P-051,,72,342.0,Canterbury
O-01760,C-011,2026-03-06,2026-03-06,P-038,B-0152,24,80.64,Otago
O-00274,C-024,2026-03-07,2026-03-09,P-047,B-0119,6,77.04,Bay of Plenty
O-00604,C-048,2026-03-07,2026-03-07,P-015,B-0173,12,80.88,Auckland
O-00946,C-069,2026-07-03,2026-07-06,P-017,,6,29.58,Bay of Plenty
O-00340,C-023,2026-03-08,2026-03-10,P-047,B-0119,36,462.24,Auckland
O-00641,C-042,2026-03-08,2026-03-11,P-030,,72,160.56,Wellington
O-00805,C-024,2026-03-08,2026-03-09,P-003,B-0150,48,287.52,Bay of Plenty
O-00824,C-022,2026-03-08,2026-03-11,P-017,B-0253,72,337.21,Canterbury
O-01406,C-050,2026-03-08,2026-03-09,P-001,B-0110,72,412.45,Canterbury
O-01725,C-035,2026-03-08,2026-03-09,P-032,B-0092,24,99.12,Canterbury
O-00142,C-019,2026-03-09,2026-03-12,P-034,B-0281,48,133.92,Canterbury
O-00077,C-061,2026-03-10,2026-03-13,P-023,B-0079,36,190.8,Auckland
O-01202,C-035,2026-03-10,2026-03-13,P-038,,24,80.64,Canterbury
O-01336,C-041,2026-03-10,2026-03-10,P-040,B-0154,6,35.7,Wellington
O-01747,C-056,2026-03-10,2026-03-11,P-015,B-0175,24,161.76,Canterbury
O-00520,C-067,2026-03-11,2026-03-14,P-033,B-0216,36,302.4,Otago
O-00677,C-031,2026-03-11,,P-020,B-0159,72,453.6,Otago
O-00830,C-019,2026-03-11,2026-03-13,P-051,B-0220,36,171.0,Canterbury
O-00989,C-039,2026-03-11,2026-03-12,P-041,B-0254,36,257.04,Wellington
O-01124,C-037,2026-03-11,2026-03-13,P-037,B-0161,6,42.12,Waikato
O-01315,C-061,2026-03-11,2026-03-14,P-011,B-0298,12,61.2,Auckland
O-00172,C-056,2026-03-12,2026-03-14,P-021,B-0167,6,55.86,Canterbury
O-00264,C-032,2026-03-12,2026-03-12,P-008,B-0206,24,57.6,Waikato
O-00282,C-049,2026-03-13,2026-03-15,P-004,B-0067,48,97.44,Canterbury
O-00672,C-064,2026-03-13,2026-03-15,P-049,B-0246,24,183.12,Auckland
O-00803,C-040,2026-03-13,2026-03-15,P-042,B-0111,12,39.24,Otago
O-00827,C-008,2026-03-13,2026-03-13,P-026,B-0136,36,77.4,Wellington
O-01026,C-013,2026-03-13,2026-03-14,P-039,B-0244,48,346.08,Canterbury
O-01077,C-025,2026-03-13,2026-03-14,P-012,B-0028,48,186.72,Canterbury
O-01559,C-018,2026-03-13,2026-03-16,P-032,B-0183,24,99.12,Auckland
O-01745,C-068,2026-03-13,2026-03-13,P-046,,24,315.36,Waikato
O-01777,C-024,2026-03-13,2026-03-13,P-047,B-0077,12,146.38,Bay of Plenty
O-00150,C-016,2026-03-14,2026-03-14,P-024,,6,32.04,Canterbury
O-01334,C-053,2026-03-14,2026-03-14,P-029,B-0264,36,70.92,Wellington
O-00446,C-058,2026-03-15,2026-03-16,P-020,B-0159,36,226.8,Canterbury
O-00978,C-044,2026-03-15,2026-03-17,P-046,B-0037,6,78.84,Otago
O-00102,C-017,2026-03-16,2026-03-18,P-046,,24,315.36,Bay of Plenty
O-00203,C-042,2026-03-16,2026-03-19,P-011,B-0298,12,61.2,Wellington
O-00915,C-014,2026-03-16,2026-03-19,P-019,B-0107,6,35.28,Canterbury
O-01038,C-004,2026-03-16,2026-03-18,P-042,B-0111,48,156.96,Otago
O-01462,C-037,2026-03-16,2026-03-18,P-014,B-0060,36,217.8,Waikato
O-01614,C-016,2026-03-16,2026-03-17,P-034,B-0086,24,66.96,Canterbury
O-00048,C-043,2026-03-17,2026-03-19,P-034,B-0279,48,133.92,Otago
O-00445,C-041,2026-03-17,2026-03-20,P-044,B-0228,72,356.4,Auckland
O-00621,C-020,2026-03-17,2026-03-19,P-013,B-0085,24,78.48,Auckland
O-00698,C-067,2026-03-17,2026-03-19,P-022,B-0170,24,302.56,Otago
O-00836,C-057,2026-03-17,2026-03-18,P-038,B-0152,6,20.16,Auckland
O-00882,C-028,2026-03-17,2026-03-18,P-040,B-0105,6,35.7,Otago
O-01248,C-042,2026-03-17,2026-03-20,P-042,B-0287,6,19.62,Wellington
O-01382,C-034,2026-03-17,2026-03-17,P-051,B-0220,24,108.3,Auckland
O-00337,C-060,2026-03-18,2026-03-21,P-023,B-0079,6,31.8,Auckland
O-00166,C-023,2026-03-19,2026-03-22,P-001,,72,434.16,Auckland
O-01189,C-037,2026-03-19,2026-03-21,P-049,B-0225,24,173.96,Waikato
O-01686,C-053,2026-03-19,2026-03-21,P-035,B-0049,72,283.68,Wellington
O-01098,C-041,2026-03-20,2026-03-21,P-039,B-0297,24,173.04,Auckland
O-00129,C-056,2026-03-21,2026-03-24,P-046,B-0122,48,599.18,Canterbury
O-00532,C-061,2026-03-22,2026-03-24,P-034,B-0279,12,33.48,Auckland
O-00645,C-028,2026-03-22,2026-03-25,P-032,B-0183,6,24.78,Otago
O-00750,C-069,2026-03-22,2026-03-22,P-018,B-0270,36,159.48,Bay of Plenty
O-00869,C-055,2026-03-22,2026-03-22,P-022,B-0195,24,302.56,Wellington
O-01758,C-009,2026-03-22,2026-03-23,P-045,,6,29.04,Auckland
O-01565,C-057,2026-03-23,,P-015,B-0256,6,40.44,Auckland
O-00283,C-045,2026-03-24,2026-03-25,P-018,,24,106.32,Canterbury
O-01391,C-013,2026-03-24,2026-03-26,P-001,B-0187,24,144.72,Canterbury
O-01775,C-045,2026-03-24,2026-03-26,P-019,B-0237,24,141.12,Canterbury
O-01697,C-003,2026-03-25,2026-03-25,P-007,B-0249,48,275.52,Wellington
O-00396,C-050,2026-03-26,2026-03-26,P-012,,6,22.17,Canterbury
O-00484,C-014,2026-03-27,2026-03-30,P-033,B-0236,72,604.8,Canterbury
O-00617,C-052,2026-03-27,2026-03-30,P-014,B-0126,24,145.2,Bay of Plenty
O-01678,C-047,2026-03-27,2026-03-27,P-020,B-0159,6,35.91,Canterbury
O-00092,C-056,2026-03-28,2026-03-28,P-032,,12,49.56,Canterbury
O-00182,C-007,2026-03-28,2026-03-30,P-036,B-0034,12,64.56,Waikato
O-00935,C-034,2026-03-28,2026-03-29,P-025,B-0247,48,433.66,Auckland
O-00967,C-050,2026-03-28,2026-03-30,P-043,B-0002,6,36.06,Canterbury
O-01569,C-018,2026-03-28,2026-03-29,P-020,B-0116,24,151.2,Auckland
O-01668,C-025,2026-03-28,2026-03-29,P-004,B-0191,24,48.72,Canterbury
O-00875,C-029,2026-03-29,2026-04-01,P-045,B-0137,48,232.32,Bay of Plenty
O-00941,C-041,2026-03-29,2026-03-31,P-020,B-0116,24,151.2,Auckland
O-01365,C-041,2026-03-29,2026-03-29,P-007,B-0127,24,130.87,Auckland
O-00309,C-004,2026-03-30,,P-025,,6,57.06,Otago
O-00468,C-045,2026-03-30,,P-050,B-0043,36,140.22,Canterbury
O-00565,C-020,2026-03-30,2026-03-31,P-049,B-0225,24,183.12,Auckland
O-01221,C-040,2026-03-30,2026-03-30,P-004,,72,146.16,Waikato
O-01744,C-031,2026-03-30,2026-04-02,P-050,B-0114,24,98.4,Otago
O-00493,C-039,2026-03-31,2026-04-02,P-004,B-0182,48,97.44,Wellington
O-00778,C-040,2026-03-31,2026-04-02,P-007,B-0147,48,275.52,Wellington
O-00958,C-050,2026-03-31,2026-04-01,P-035,B-0039,72,269.5,Wellington
O-01041,C-016,2026-03-31,2026-03-31,P-013,B-0085,36,117.72,Canterbury
O-01298,C-035,2026-03-31,2026-04-01,P-029,B-0222,12,23.64,Canterbury
O-01707,C-045,2026-03-31,2026-04-01,P-025,B-0247,6,57.06,Canterbury
O-00334,C-070,2026-04-01,2026-04-03,P-023,B-0283,6,31.8,Otago
O-00901,C-056,2026-04-01,2026-04-01,P-006,,24,133.2,Canterbury
O-01066,C-027,2026-04-01,2026-04-03,P-044,B-0210,12,59.4,Otago
O-00305,C-015,2026-04-02,2026-04-04,P-005,B-0233,12,59.64,Auckland
O-00459,C-042,2026-02-04,2026-02-05,P-034,B-0281,12,33.48,Wellington
O-01084,C-057,2026-04-02,2026-04-03,P-001,B-0268,72,434.16,Auckland
O-01424,C-055,2026-04-02,2026-04-04,P-015,B-0006,72,485.28,Wellington
O-00329,C-012,2026-04-03,2026-04-05,P-004,B-0067,72,146.16,Otago
O-00679,C-039,2026-04-03,2026-04-06,P-014,,48,275.88,Wellington
O-00920,C-070,2026-03-04,2026-03-06,P-005,B-0134,24,113.32,Otago
O-01514,C-054,2026-04-03,2026-04-05,P-028,B-0061,6,35.7,Wellington
O-01718,C-021,2026-04-03,2026-04-06,P-044,B-0109,24,118.8,Auckland
O-00279,C-044,2026-04-04,2026-04-04,P-004,B-0087,24,48.72,Otago
O-00350,C-050,2026-04-04,2026-04-05,P-039,B-0244,36,259.56,Canterbury
O-00111,C-047,2026-04-05,2026-04-07,P-048,B-0218,24,159.37,Canterbury
O-00969,C-025,2026-04-05,2026-04-08,P-024,B-0274,36,192.24,Canterbury
O-01057,C-032,2026-04-05,2026-04-08,P-013,B-0291,24,74.56,Auckland
O-01658,C-056,2026-04-05,2026-04-08,P-034,B-0201,36,95.42,Wellington
O-01023,C-057,2026-04-06,2026-04-09,P-003,B-0203,12,71.88,Auckland
O-01031,C-009,2026-04-06,2026-04-07,P-025,B-0120,24,228.24,Auckland
O-01245,C-028,2026-04-06,2026-04-09,P-009,B-0199,36,79.56,Otago
O-01274,C-006,2026-04-06,2026-04-09,P-032,B-0183,48,198.24,Wellington
O-00164,C-036,2026-04-07,2026-04-08,P-009,B-0112,36,75.58,Otago
O-00177,C-039,2026-04-07,2026-04-07,P-004,,6,12.18,Wellington
O-00204,C-040,2026-04-07,2026-04-10,P-014,B-0190,12,68.97,Waikato
O-00543,C-059,2026-04-07,2026-04-07,P-022,,24,302.56,Wellington
O-00616,C-003,2026-04-07,2026-04-09,P-024,B-0278,12,64.08,Wellington
O-00786,C-039,2026-04-07,2026-04-08,P-049,B-0118,48,366.24,Wellington
O-01037,C-023,2026-04-08,2026-04-11,P-018,B-0270,24,106.32,Auckland
O-01484,C-044,2026-04-08,2026-04-11,P-038,B-0152,24,80.64,Otago
O-01574,C-020,2026-04-09,2026-04-11,P-030,B-0235,36,80.28,Auckland
O-00495,C-059,2026-04-10,2026-04-10,P-047,,24,308.16,Wellington
O-00670,C-006,2026-04-10,2026-04-13,P-001,B-0025,72,434.16,Wellington
O-00797,C-065,2026-04-10,2026-04-13,P-003,,6,35.94,Otago
O-01056,C-022,2026-04-10,2026-04-11,P-017,B-0198,48,236.64,Canterbury
O-01607,C-059,2026-04-10,,P-014,,6,36.3,Wellington
O-00131,C-058,2026-04-11,2026-04-11,P-023,B-0079,12,63.6,Canterbury
O-00975,C-018,2026-04-11,2026-04-13,P-026,B-0136,12,25.8,Auckland
O-00467,C-019,2026-04-12,2026-04-15,P-046,,24,315.36,Canterbury
O-00916,C-042,2026-04-12,2026-04-13,P-049,B-0246,12,86.98,Otago
O-01136,C-029,2026-04-12,2026-04-14,P-039,B-0156,12,86.52,Bay of Plenty
O-00569,C-030,2026-04-13,2026-04-15,P-031,,72,229.68,Bay of Plenty
O-00389,C-034,2026-04-14,2026-04-14,P-035,,24,94.56,Auckland
O-00547,C-058,2026-04-14,2026-04-17,P-004,B-0280,12,24.36,Canterbury
O-00478,C-034,2026-04-15,2026-04-17,P-019,B-0166,6,35.28,Auckland
O-00535,C-065,2026-04-15,2026-04-17,P-014,B-0060,6,36.3,Auckland
O-00995,C-034,2026-04-15,2026-04-17,P-042,,6,19.62,Auckland
O-01018,C-030,2026-04-15,2026-04-18,P-023,B-0283,24,127.2,Waikato
O-01659,C-034,2026-04-15,2026-04-15,P-006,B-0250,6,33.3,Auckland
O-00323,C-017,2026-04-16,2026-04-18,P-044,B-0210,36,169.29,Auckland
O-01089,C-030,2026-04-16,2026-04-17,P-035,,72,283.68,Canterbury
O-01600,C-054,2026-04-16,2026-04-17,P-009,B-0070,48,106.08,Wellington
O-01620,C-049,2026-04-16,2026-04-17,P-049,B-0129,6,45.78,Canterbury
O-00053,C-019,2026-04-17,2026-04-19,P-037,B-0238,48,354.72,Canterbury
O-00113,C-006,2026-04-17,2026-04-19,P-032,B-0295,48,188.33,Wellington
O-00252,C-018,2026-04-17,,P-011,B-0298,24,122.4,Auckland
O-00383,C-068,2026-04-17,2026-04-19,P-009,B-0271,36,79.56,Wellington
O-01466,C-039,2026-04-17,2026-04-20,P-013,B-0205,12,39.24,Wellington
O-01516,C-062,2026-04-17,2026-04-17,P-026,B-0269,24,51.6,Wellington
O-01598,C-066,2026-04-17,2026-04-20,P-008,B-0290,12,28.8,Auckland
O-00582,C-029,2026-04-18,2026-04-18,P-021,B-0040,12,111.72,Bay of Plenty
O-01172,C-061,2026-04-18,,P-036,B-0034,36,193.68,Auckland
O-00220,C-031,2026-04-19,2026-04-21,P-003,B-0150,12,71.88,Otago
O-00240,C-042,2026-04-19,2026-04-20,P-048,B-0282,36,251.64,Wellington
O-00311,C-044,2026-04-19,2026-04-19,P-047,,24,308.16,Otago
O-00474,C-023,2026-04-19,2026-04-19,P-006,B-0088,24,126.54,Auckland
O-00927,C-009,2026-04-19,2026-04-19,P-010,,12,19.49,Auckland
O-00260,C-038,2026-04-20,2026-04-21,P-034,B-0202,36,100.44,Auckland
O-00625,C-019,2026-04-20,2026-04-20,P-008,B-0169,72,172.8,Canterbury
O-00176,C-013,2026-04-22,2026-04-22,P-029,B-0059,6,11.82,Canterbury
O-00906,C-047,2026-04-23,2026-04-23,P-007,B-0052,12,65.44,Canterbury
O-01141,C-034,2026-04-23,2026-04-26,P-006,B-0181,24,133.2,Auckland
O-01228,C-006,2026-04-23,2026-04-26,P-015,B-0006,36,242.64,Wellington
O-01363,C-004,2026-04-23,2026-04-23,P-028,B-0061,24,142.8,Otago
O-01539,C-037,2026-04-23,,P-025,B-0294,24,228.24,Waikato
O-00427,C-030,2026-04-24,2026-04-27,P-031,B-0192,12,36.37,Bay of Plenty
O-00657,C-027,2026-04-24,2026-04-25,P-006,B-0088,6,33.3,Otago
O-01131,C-056,2026-04-24,2026-04-24,P-019,B-0237,36,211.68,Canterbury
O-01179,C-052,2026-04-24,2026-04-25,P-035,,6,23.64,Bay of Plenty
O-01270,C-016,2026-04-24,2026-04-25,P-028,B-0061,6,35.7,Waikato
O-01670,C-007,2026-04-24,2026-04-25,P-048,B-0282,72,503.28,Waikato
O-00001,C-032,2026-04-25,2026-04-28,P-028,B-0061,24,142.8,Auckland
O-00124,C-059,2026-04-25,2026-04-27,P-047,B-0077,24,308.16,Wellington
O-01307,C-054,2026-04-25,2026-04-25,P-050,,24,93.48,Wellington
O-01694,C-002,2026-04-25,2026-04-28,P-019,B-0237,36,211.68,Canterbury
O-00952,C-011,2026-04-26,2026-04-29,P-032,B-0183,72,297.36,Canterbury
O-00957,C-028,2026-04-26,2026-04-26,P-040,B-0095,6,35.7,Otago
O-01069,C-036,2026-04-26,2026-04-28,P-017,B-0223,12,56.2,Otago
O-00560,C-052,2026-04-27,2026-04-28,P-037,B-0180,24,168.49,Bay of Plenty
O-00589,C-028,2026-04-27,2026-04-29,P-026,B-0212,36,77.4,Otago
O-00853,C-045,2026-04-27,2026-04-30,P-019,B-0237,72,423.36,Canterbury
O-01300,C-066,2026-04-27,2026-04-30,P-050,B-0114,24,98.4,Auckland
O-01433,C-049,2026-04-28,,P-027,B-0032,6,18.24,Canterbury
O-01499,C-030,2026-04-28,2026-04-30,P-016,,24,146.4,Bay of Plenty
O-01610,C-052,2026-04-28,2026-05-01,P-033,B-0010,6,50.4,Bay of Plenty
O-00116,C-062,2026-04-29,2026-05-01,P-046,B-0078,36,473.04,Wellington
O-00178,C-002,2026-04-29,2026-05-02,P-051,B-0231,24,114.0,Canterbury
O-00412,C-057,2026-04-29,2026-04-29,P-016,B-0005,6,36.6,Auckland
O-01168,C-035,2026-04-29,2026-04-29,P-044,B-0186,36,169.29,Wellington
O-01456,C-056,2026-04-29,2026-05-02,P-016,B-0075,48,292.8,Canterbury
O-00040,C-004,2026-04-30,2026-05-03,P-048,B-0282,72,503.28,Otago
O-00597,C-044,2026-04-30,2026-05-03,P-010,B-0036,72,123.12,Otago
O-00747,C-006,2026-04-30,2026-05-02,P-047,B-0054,36,462.24,Wellington
O-00972,C-046,2026-04-30,2026-05-01,P-045,B-0137,24,116.16,Otago
O-01297,C-006,2026-04-30,2026-05-03,P-022,B-0106,6,79.62,Wellington
O-01447,C-043,2026-04-30,2026-04-30,P-009,,24,50.39,Otago
O-01771,C-042,2026-04-30,2026-05-01,P-020,B-0124,72,453.6,Wellington
O-00230,C-034,2026-05-01,2026-05-02,P-010,B-0272,24,41.04,Auckland
O-00895,C-023,2026-05-01,2026-05-03,P-001,,72,412.45,Auckland
O-01294,C-029,2026-05-01,2026-05-03,P-019,,24,141.12,Bay of Plenty
O-01302,C-016,2026-05-01,2026-05-01,P-009,B-0199,24,50.39,Wellington
O-01485,C-012,2026-05-01,2026-05-02,P-047,B-0077,24,308.16,Otago
O-01557,C-044,2026-05-01,2026-05-02,P-030,B-0144,12,26.76,Canterbury
O-01701,C-017,2026-05-01,2026-05-01,P-009,,48,106.08,Auckland
O-00544,C-042,2026-05-03,2026-05-04,P-015,B-0139,72,461.02,Wellington
O-01437,C-009,2026-05-03,2026-05-05,P-023,B-0232,72,381.6,Auckland
O-00461,C-013,2026-05-04,2026-05-06,P-013,B-0291,6,19.62,Canterbury
O-01554,C-026,2026-05-04,2026-05-05,P-024,B-0153,48,256.32,Auckland
O-01677,C-053,2026-04-05,2026-04-05,P-009,B-0009,48,106.08,Wellington
O-00393,C-044,2026-05-05,2026-05-06,P-047,,24,308.16,Otago
O-01478,C-069,2026-05-05,2026-05-07,P-009,B-0271,24,53.04,Bay of Plenty
O-01673,C-058,2026-05-05,2026-05-07,P-013,B-0085,72,235.44,Canterbury
O-00066,C-054,2026-05-06,2026-05-06,P-008,B-0026,6,14.4,Wellington
O-00587,C-007,2026-05-06,2026-05-09,P-037,,24,168.49,Waikato
O-00718,C-037,2026-05-06,2026-05-09,P-001,B-0268,48,289.44,Waikato
O-00973,C-010,2026-05-07,2026-05-09,P-009,B-0112,24,50.39,Canterbury
O-00385,C-001,2026-05-08,2026-05-11,P-026,,72,154.8,Auckland
O-01240,C-055,2026-05-08,2026-05-11,P-018,,12,53.16,Wellington
O-00226,C-049,2026-05-09,2026-05-11,P-017,B-0253,24,118.32,Canterbury
O-00255,C-012,2026-05-09,2026-05-12,P-045,,24,116.16,Otago
O-00879,C-062,2026-05-10,2026-05-12,P-023,B-0232,24,127.2,Wellington
O-00003,C-036,2026-05-11,2026-05-11,P-049,B-0031,36,260.95,Otago
O-00652,C-048,2026-05-11,2026-05-12,P-006,,24,133.2,Auckland
O-01187,C-011,2026-05-11,2026-05-13,P-027,B-0032,48,145.92,Otago
O-01309,C-010,2026-05-12,2026-05-12,P-048,B-0115,24,167.76,Canterbury
O-01410,C-036,2026-05-12,2026-05-15,P-036,,36,193.68,Otago
O-01214,C-061,2026-05-13,2026-05-13,P-019,,48,282.24,Auckland
O-01547,C-070,2026-05-13,,P-001,B-0268,6,34.37,Otago
O-01605,C-015,2026-05-13,2026-05-14,P-044,B-0109,24,118.8,Auckland
O-01674,C-054,2026-05-13,2026-05-15,P-031,B-0292,6,19.14,Wellington
O-00325,C-060,2026-05-14,2026-05-17,P-023,B-0079,6,31.8,Auckland
O-00539,C-042,2026-05-14,2026-05-15,P-012,B-0142,24,93.36,Wellington
O-00984,C-067,2026-05-14,2026-05-17,P-037,B-0261,36,252.74,Otago
O-01407,C-012,2026-05-14,2026-05-15,P-049,B-0225,24,183.12,Otago
O-01544,C-013,2026-05-14,2026-05-17,P-010,,24,38.99,Canterbury
O-00710,C-049,2026-05-15,,P-015,B-0023,48,307.34,Canterbury
O-01551,C-058,2026-05-15,2026-05-15,P-043,B-0197,72,411.08,Canterbury
O-00190,C-011,2026-05-16,2026-05-16,P-047,B-0119,12,146.38,Otago
O-01541,C-011,2026-05-16,2026-05-19,P-008,B-0290,24,57.6,Otago
O-01656,C-013,2026-05-16,,P-039,B-0244,24,173.04,Canterbury
O-01226,C-001,2026-05-17,2026-05-18,P-034,B-0008,72,200.88,Auckland
O-01409,C-030,2026-05-17,2026-05-17,P-011,B-0298,6,30.6,Bay of Plenty
O-00464,C-036,2026-05-19,2026-05-20,P-039,B-0156,12,86.52,Otago
O-01343,C-063,2026-05-19,2026-05-19,P-042,B-0063,6,19.62,Bay of Plenty
O-00010,C-050,2026-05-20,2026-05-22,P-046,,12,149.8,Canterbury
O-01247,C-019,2026-05-20,2026-05-21,P-039,B-0155,36,259.56,Waikato
O-00088,C-068,2026-05-21,2026-05-24,P-005,B-0020,12,59.64,Waikato
O-00681,C-012,2026-05-21,2026-05-23,P-049,B-0031,36,274.68,Otago
O-01059,C-068,2026-05-21,2026-05-24,P-045,B-0135,24,116.16,Auckland
O-00028,C-054,2026-05-22,2026-05-23,P-019,B-0237,12,70.56,Wellington
O-00586,C-065,2026-05-22,2026-05-24,P-051,B-0108,6,27.07,Auckland
O-00614,C-003,2026-05-22,2026-05-25,P-005,B-0240,24,113.32,Wellington
O-01088,C-014,2026-05-22,2026-05-25,P-050,,24,98.4,Bay of Plenty
O-01597,C-041,2026-05-22,,P-043,B-0113,24,144.24,Auckland
O-01731,C-044,2026-05-22,,P-042,B-0276,24,78.48,Bay of Plenty
O-00796,C-019,2026-05-23,2026-05-25,P-035,,24,89.83,Canterbury
O-00822,C-031,2026-05-23,2026-05-24,P-020,B-0068,24,151.2,Otago
O-01117,C-009,2026-05-23,2026-05-25,P-048,B-0282,48,335.52,Auckland
O-01774,C-039,2026-05-23,2026-05-26,P-024,,72,384.48,Wellington
O-00691,C-061,2026-05-24,2026-05-27,P-043,B-0029,12,72.12,Auckland
O-00868,C-017,2026-05-24,2026-05-24,P-004,B-0067,24,48.72,Auckland
O-01555,C-037,2026-05-24,2026-05-25,P-045,B-0074,24,116.16,Otago
O-00404,C-011,2026-05-25,2026-05-26,P-027,,24,76.8,Otago
O-00409,C-051,2026-05-25,2026-05-25,P-039,B-0155,48,346.08,Otago
O-00694,C-017,2026-05-25,2026-05-28,P-048,B-0174,48,335.52,Auckland
O-01072,C-006,2026-05-25,2026-05-27,P-031,B-0245,24,72.73,Wellington
O-01371,C-019,2026-05-25,,P-013,B-0085,72,235.44,Canterbury
O-00390,C-061,2026-05-26,2026-05-28,P-013,B-0291,24,78.48,Auckland
O-00904,C-033,2026-05-26,2026-05-26,P-016,B-0131,12,73.2,Canterbury
O-00929,C-051,2026-05-26,2026-05-27,P-017,B-0253,72,337.21,Auckland
O-01106,C-057,2026-05-26,2026-05-27,P-032,B-0286,72,297.36,Auckland
O-01149,C-044,2026-05-26,2026-05-27,P-036,B-0260,36,193.68,Canterbury
O-01660,C-051,2026-05-26,2026-05-28,P-022,B-0259,24,318.48,Auckland
O-00061,C-047,2026-05-27,2026-05-30,P-039,B-0297,72,519.12,Canterbury
O-00491,C-050,2026-05-27,2026-05-27,P-020,B-0068,24,151.2,Canterbury
O-01241,C-034,2026-05-27,2026-05-28,P-025,,24,228.24,Auckland
O-00218,C-041,2026-05-28,2026-05-28,P-045,B-0289,24,116.16,Auckland
O-00225,C-020,2026-05-28,2026-05-28,P-028,B-0061,72,428.4,Auckland
O-00521,C-022,2026-05-28,2026-05-29,P-042,B-0063,24,78.48,Canterbury
